0,6.0,F,5,M,0
6.0,7.0,F,5,D7,3
7.0,8.0,F,1,M,1
8.0,9.0,F,5,M,2
9.0,10.0,F,1,M,0
10.0,18.0,F,5,M,0
18.0,19.0,F,5,D7,3
19.0,20.0,F,1,M,1
20.0,22.0,F,5,D7,0
22.0,24.0,F,1,M,0
24.0,25.0,F,5,M,0
25.0,28.0,F,1,M,0
28.0,31.0,F,5,M,0
31.0,32.0,F,1,M,0
32.0,33.0,F,6,m,0
33.0,34.0,F,2,m,1
34.0,37.0,F,5,M,0
37.0,38.0,F,1,M,1
38.0,39.0,F,7,d,1
39.0,40.0,F,1,M,0
40.0,42.0,F,4,M,0
42.0,43.0,F,2,m,1
43.0,46.0,F,5,D7,0
46.0,48.0,F,1,M,0
48.0,76.0,F,5,M,0
76.0,79.0,F,1,M,0
79.0,82.0,F,6,m,0
82.0,85.0,F,2,m,0
85.0,88.0,F,7,d,0
88.0,91.0,F,3,m,0
91.0,94.0,F,5/5,D7,0
94.0,97.0,F,5,M,0
97.0,100.0,F,1,M,0
100.0,103.0,F,5,M,0
103.0,104.0,F,1,M,0
104.0,105.0,F,6,m,0
105.0,106.0,F,2,m,1
106.0,109.0,F,5,M,0
109.0,110.0,F,1,M,1
110.0,111.0,F,7,d,1
111.0,112.0,F,1,M,0
112.0,114.0,F,4,M,0
114.0,115.0,F,2,m,1
115.0,118.0,F,5,M,0
118.0,120.0,F,1,M,0
120.0,121.0,F,5,M,0
121.0,124.0,F,1,M,0
124.0,126.0,F,4,M,0
126.0,127.0,F,2,m,1
127.0,128.0,F,1,M,2
128.0,130.0,F,5,D7,0
130.0,132.0,F,1,M,0
132.0,138.0,F,5,M,0
138.0,139.0,F,5,D7,3
139.0,140.0,F,1,M,1
140.0,141.0,F,5,M,2
141.0,142.0,F,1,M,0
142.0,150.0,F,5,M,0
150.0,151.0,F,5,D7,3
151.0,152.0,F,1,M,1
152.0,154.0,F,5,D7,0
154.0,156.0,F,1,M,0
156.0,157.0,F,5,M,0
157.0,160.0,F,1,M,0
160.0,163.0,F,5,D7,0
163.0,164.0,F,1,M,0
164.0,165.0,F,6,m,0
165.0,166.0,F,2,m,1
166.0,169.0,F,5,M,0
169.0,170.0,F,1,M,1
170.0,171.0,F,5,D7,2
171.0,172.0,F,1,M,0
172.0,175.0,F,2,m,1
175.0,178.0,F,5,D7,0
178.0,180.0,F,1,M,0
180.0,208.0,F,5,M,0
208.0,211.0,F,1,M,0
211.0,214.0,F,6,m,0
214.0,217.0,F,2,m,0
217.0,220.0,F,7,d,0
220.0,223.0,F,3,m,0
223.0,226.0,F,5/5,D7,0
226.0,229.0,F,5,M,0
229.0,232.0,F,1,M,2
232.0,235.0,F,1,M,0
235.0,238.0,F,5,M,0
238.0,239.5,F,5,D7,0
239.5,244.0,F,1,M,0
244.0,247.0,F,5,M,0
247.0,248.0,F,1,M,0
248.0,249.0,F,6,m,0
249.0,250.0,F,2,m,1
250.0,253.0,F,5,M,0
253.0,254.0,F,1,M,1
254.0,255.0,F,5,D7,2
255.0,256.0,F,1,M,0
256.0,259.0,F,2,m,1
259.0,262.0,F,5,D7,0
262.0,264.0,F,1,M,0
264.0,265.0,F,5,M,0
265.0,266.0,F,1,M,1
266.0,267.0,F,5,D7,2
267.0,268.0,F,1,M,0
268.0,271.0,F,2,m,1
271.0,274.0,F,5,D7,0
274.0,276.0,F,1,M,0
276.0,282.0,F,5,M,0
282.0,283.0,F,5,D7,3
283.0,284.0,F,1,M,1
284.0,285.0,F,7,d,1
285.0,286.0,F,1,M,0
286.0,294.0,F,5,M,0
294.0,295.0,F,5,D7,3
295.0,296.0,F,1,M,1
296.0,298.0,F,5,D7,0
298.0,300.0,F,1,M,0
300.0,303.0,F,5,M,0
303.0,304.0,F,1,M,0
304.0,307.0,F,5,M,1
307.0,308.0,F,1,M,0
308.0,309.0,F,6,m,0
309.0,310.0,F,2,m,0
310.0,311.0,F,5,M,0
311.0,313.0,F,5,D7,3
313.0,314.0,F,1,M,1
314.0,315.0,F,7,d,1
315.0,316.0,F,1,M,0
316.0,319.0,F,2,m,1
319.0,320.0,F,2,m,0
320.0,322.0,F,5,M,0
322.0,324.0,F,1,M,0
324.0,352.0,F,5,M,0
352.0,355.0,F,1,M,0
355.0,358.0,F,6,m,0
358.0,361.0,F,2,m,0
361.0,364.0,F,7,d,0
364.0,367.0,F,3,m,0
367.0,370.0,F,5/5,D7,0
370.0,373.0,F,5,M,0
373.0,381.0,F,5,D7,0
381.0,382.0,F,5,D7,3
382.0,385.0,F,1,M,1
385.0,388.0,F,5,M,1
388.0,389.0,F,1,M,0
389.0,390.0,F,6,m,0
390.0,391.0,F,2,m,0
391.0,392.0,F,5,M,0
392.0,394.0,F,5,D7,3
394.0,395.0,F,1,M,1
395.0,396.0,F,7,d,1
396.0,397.0,F,1,M,0
397.0,400.0,F,2,m,1
400.0,400.5,F,2,m7,1
400.5,401.0,F,5/5,D7,1
401.0,403.0,F,5,M,0
403.0,405.0,F,6,m,0
405.0,406.0,F,5,D7,3
406.0,407.0,F,1,M,1
407.0,408.0,F,7,d,1
408.0,409.0,F,1,M,0
409.0,412.0,F,2,m7,1
412.0,413.0,F,2,m,0
413.0,415.0,F,5,D7,0
415.0,417.0,F,1,M,0
417.0,423.0,F,5,M,0
423.0,424.0,F,5,D7,3
424.0,425.0,F,1,M,1
