0,6.0,D,1,M,0
6.0,9.0,D,5,D7,0
9.0,18.0,D,1,M,0
18.0,21.0,D,5,D7,0
21.0,24.0,D,1,M,0
24.0,30.0,D,5,M,0
30.0,43.0,D,1,M,0
43.0,44.0,D,5,D7,1
44.0,45.0,D,1,M,0
45.0,48.0,D,5,M,0
48.0,54.0,D,1,M,0
54.0,57.0,D,5,D7,0
57.0,66.0,D,1,M,0
66.0,69.0,D,5,D7,0
69.0,78.0,D,1,M,0
78.0,81.0,D,5,D7,0
81.0,90.0,D,1,M,0
90.0,93.0,D,5,D7,0
93.0,96.0,D,1,M,0
96.0,98.0,D,5,M,0
98.0,99.0,D,1,M,2
99.0,102.0,D,5,M,0
102.0,104.0,D,1,M,0
104.0,105.0,D,2,m7,3
105.0,110.0,D,1,M,0
110.0,111.0,D,4,M,2
111.0,113.0,D,1,M,0
113.0,114.0,D,4,M,2
114.0,115.0,D,1,M,0
115.0,116.0,D,5,D7,1
116.0,117.0,D,1,M,0
117.0,120.0,D,5,M,0
120.0,126.0,D,1,M,0
126.0,129.0,D,5,D7,0
129.0,138.0,D,1,M,0
138.0,141.0,D,5,D7,0
141.0,150.0,D,1,M,0
150.0,151.0,D,6,m,0
151.0,152.0,D,2,m7,1
152.0,153.0,D,5,D7,0
153.0,162.0,D,1,M,0
162.0,163.0,D,6,m,0
163.0,164.0,D,2,m7,1
164.0,165.0,D,5,D7,0
165.0,168.0,D,1,M,0
168.0,171.0,D,5,M,0
171.0,174.0,D,5,D7,0
174.0,183.0,D,1,M,0
183.0,187.0,D,1,M,1
187.0,188.0,D,5,D7,2
188.0,189.0,D,1,M,0
189.0,192.0,D,5,M,0
192.0,198.0,D,1,M,0
198.0,199.0,D,6,m,0
199.0,200.0,D,2,m7,1
200.0,201.0,D,5,D7,0
201.0,210.0,D,1,M,0
210.0,211.0,D,6,m,0
211.0,212.0,D,2,m7,1
212.0,213.0,D,5,D7,0
213.0,222.0,D,1,M,0
222.0,223.0,D,6,m,0
223.0,224.0,D,2,m,1
224.0,225.0,D,5,D7,0
225.0,234.0,D,1,M,0
234.0,235.0,D,6,m,0
235.0,236.0,D,2,m,1
236.0,237.0,D,5,M,0
237.0,240.0,D,1,M,0
240.0,246.0,D,5,M,0
246.0,253.5,D,1,M,0
253.5,254.0,D,4,M,2
254.0,254.5,D,1,M,0
254.5,255.0,D,4,M,2
255.0,256.5,D,1,M,0
256.5,257.0,D,4,M,2
257.0,257.5,D,1,M,0
257.5,258.0,D,4,M,2
258.0,259.0,D,1,M,0
259.0,260.0,D,5,D7,1
260.0,261.0,D,1,M,0
261.0,264.0,D,5,M,0
264.0,270.0,D,1,M,0
270.0,271.0,D,6,m,0
271.0,272.0,D,2,m,1
272.0,273.0,D,5,D7,0
273.0,282.0,D,1,M,0
282.0,283.0,D,6,m,0
283.0,284.0,D,2,m,1
284.0,285.0,D,5,M,0
285.0,295.0,D,1,M,0
295.0,296.0,D,2,m,1
296.0,297.0,D,5,D7,0
297.0,303.0,D,1,M,0
303.0,306.0,D,1,M,1
306.0,307.0,D,6,m,0
307.0,308.0,D,2,m,1
