0,1.5,F,1,M,0
1.5,3.0,F,5,M,0
3.0,4.5,F,5,D7,0
4.5,6.0,F,1,M,0
6.0,7.5,F,4/5,M,0
7.5,7.833,F,1/5,M,1
7.833,9.0,F,1/5,M,0
9.0,9.167,F,2/5,m,1
9.167,9.333,F,1/5,M,2
9.333,10.5,F,5/5,D7,0
10.5,12.0,F,5,M,0
12.0,13.5,F,1,M,0
13.5,13.833,F,4,M,0
13.833,15.0,F,1,M,1
15.0,16.5,F,1,M,0
16.5,16.833,F,4,M,0
16.833,18.0,F,1,M,1
18.0,21.0,F,5,D7,0
21.0,22.5,F,1,M,1
22.5,24.0,F,2,m7,1
24.0,25.5,F,5,D7,0
25.5,27.0,F,1,M,0
27.0,30.0,F,5,D7,0
30.0,31.5,F,1,M,1
31.5,33.0,F,2,m7,1
33.0,34.5,F,5,D7,0
34.5,37.5,F,1,M,0
37.5,39.0,F,5,M,0
39.0,40.5,F,5,D7,0
40.5,42.0,F,1,M,0
42.0,43.5,F,4/5,M,0
43.5,45.0,F,1/5,M,1
45.0,45.333,F,1/5,M,2
45.333,46.5,F,5/5,D7,0
46.5,48.0,F,5,M,0
48.0,49.5,F,1,M,0
49.5,49.833,F,4,M,0
49.833,52.5,F,1,M,0
52.5,52.833,F,4,M,1
52.833,54.0,F,1,M,2
54.0,57.0,F,5,D7,0
57.0,58.5,F,1,M,1
58.5,60.0,F,2,m,1
60.0,61.5,F,5,D7,0
61.5,63.0,F,1,M,0
63.0,66.0,F,5,D7,0
66.0,67.5,F,1,M,1
67.5,69.0,F,2,m,1
69.0,70.5,F,5,D7,0
70.5,73.5,F,1,M,0
73.5,75.0,F,5,M,1
75.0,76.5,F,5,D7,0
76.5,78.0,F,1,M,0
78.0,78.333,F,4/5,M,0
78.333,79.5,F,5/5,D7,3
79.5,79.833,F,1/5,M,1
79.833,81.0,F,1/5,M,0
81.0,81.167,F,2/5,m,1
81.167,81.333,F,1/5,M,2
81.333,82.5,F,5/5,D7,0
82.5,84.0,F,5,M,0
84.0,85.5,F,1,M,0
85.5,85.833,F,4,M,0
85.833,87.0,F,1,M,1
87.0,88.5,F,1,M,0
88.5,88.833,F,4,M,0
88.833,90.0,F,1,M,1
90.0,93.0,F,5,D7,0
93.0,94.5,F,1,M,1
94.5,96.0,F,2,m,1
96.0,97.5,F,5,D7,0
97.5,99.0,F,1,M,0
99.0,102.0,F,5,D7,0
102.0,103.5,F,1,M,1
103.5,105.0,F,2,m,1
105.0,106.5,F,5,D7,0
106.5,109.5,F,1,M,0
109.5,111.0,F,5,M,0
111.0,112.5,F,5,D7,3
112.5,112.833,F,1,M,1
112.833,114.0,F,1,M,0
114.0,115.5,F,4/5,M,0
115.5,117.0,F,1/5,M,0
117.0,117.167,F,2/5,m,1
117.167,117.333,F,1/5,M,2
117.333,118.5,F,5/5,D7,0
118.5,120.0,F,5,M,0
120.0,121.5,F,1,M,0
121.5,121.667,F,4,M,0
121.667,123.0,F,1,M,1
123.0,124.5,F,1,M,0
124.5,124.667,F,4,M,0
124.667,126.0,F,1,M,1
126.0,127.5,F,5,D7,0
127.5,127.667,F,5,D7,2
127.667,129.0,F,5,D7,3
129.0,130.5,F,1,M,1
130.5,130.75,F,2,m7,1
130.75,132.0,F,5/5,D7,1
132.0,133.5,F,5,D7,0
133.5,135.0,F,1,M,0
135.0,138.0,F,5,D7,0
138.0,139.5,F,1,M,1
139.5,139.75,F,2,m7,1
139.75,141.0,F,5/5,D7,1
141.0,142.5,F,5,D7,0
142.5,145.5,F,1,M,0
145.5,147.0,F,5,M,1
147.0,148.5,F,5,D7,0
148.5,150.0,F,1,M,1
150.0,150.333,F,4/5,M,0
150.333,151.5,F,5/5,D7,3
151.5,153.0,F,1/5,M,1
153.0,153.167,F,2/5,m,1
153.167,153.333,F,1/5,M,2
153.333,154.5,F,5/5,D7,0
154.5,156.0,F,5,M,0
156.0,157.5,F,1,M,1
157.5,157.833,F,4,M,0
157.833,160.5,F,1,M,1
160.5,160.833,F,4,M,0
160.833,162.0,F,1,M,1
162.0,165.0,F,5,D7,0
165.0,166.5,F,1,M,1
166.5,168.0,F,2,m,1
168.0,169.5,F,5,D7,0
169.5,171.0,F,1,M,0
171.0,174.0,F,5,D7,0
174.0,175.5,F,1,M,1
175.5,177.0,F,2,m,1
177.0,178.5,F,5,D7,0
178.5,180.0,F,1,M,0
180.0,181.5,d,1,m,0
181.5,183.0,d,5,M,0
183.0,184.5,d,5,D7,3
184.5,184.833,d,1,m,1
184.833,186.333,d,1,m,0
186.333,187.5,d,4,D7,0
187.5,187.833,d,5/5,D7,1
187.833,189.0,d,1/5,m,1
189.0,189.167,d,5/5,D7,2
189.167,189.333,d,1/5,m,0
189.333,190.5,d,5/5,D7,1
190.5,190.833,d,1/5,m,0
190.833,192.0,d,5,M,0
192.0,192.333,d,1,m,2
192.333,193.5,d,5/4,M,0
193.5,193.667,d,4,m,1
193.667,195.333,d,1,m,2
