0,12.0,F,1,M,0
12.0,15.0,F,5,M,0
15.0,21.0,F,1,M,2
21.0,24.0,F,5,D7,0
24.0,25.0,F,1,M,0
25.0,26.0,F,1,M,1
26.0,27.0,F,5,M,0
27.0,28.0,F,1,M,0
28.0,29.0,F,1,M,1
29.0,30.0,F,5,M,0
30.0,31.0,F,1,M,0
31.0,32.0,F,2,m,1
32.0,33.0,F,5,M,0
33.0,35.0,F,1,M,0
35.0,35.5,F,5,M,1
35.5,36.0,F,5/4,D7,3
36.0,39.0,F,4,M,2
39.0,42.0,F,1,M,0
42.0,46.0,F,4,M,2
46.0,48.0,F,1,M,0
48.0,52.0,F,5,M,0
52.0,53.0,F,5,M,1
53.0,54.0,F,5/5,D7,0
54.0,55.0,F,5,M,0
55.0,56.0,F,5,M,1
56.0,57.0,F,5/5,D7,0
57.0,60.0,F,5,M,0
60.0,63.0,F,5,D7,0
63.0,78.0,F,1,M,0
78.0,81.0,F,5,M,0
81.0,87.0,F,1,M,2
87.0,90.0,F,5,D7,0
90.0,91.0,F,1,M,0
91.0,92.0,F,1,M,1
92.0,93.0,F,5,M,0
93.0,94.0,F,1,M,0
94.0,95.0,F,1,M,1
95.0,96.0,F,5,M,0
96.0,97.0,F,1,M,0
97.0,98.0,F,2,m,1
98.0,99.0,F,5,D7,0
99.0,101.0,F,1,M,0
101.0,102.0,F,5/4,D7,3
102.0,104.0,F,4,M,2
104.0,105.0,F,5,D7,1
105.0,108.0,F,1,M,0
108.0,111.0,F,4,M,0
111.0,112.0,F,4,M,2
112.0,114.0,F,1,M,0
114.0,115.0,F,5,M,0
115.0,116.0,F,5,M,1
116.0,117.0,F,5/5,D7,0
117.0,118.0,F,5,M,0
118.0,119.0,F,5,M,1
119.0,120.0,F,5/5,D7,0
120.0,121.0,F,5,M,0
121.0,122.0,F,5,M,1
122.0,123.0,F,5/5,D7,0
123.0,126.0,F,5,M,0
126.0,129.0,F,5,D7,1
129.0,144.0,F,1,M,0
144.0,153.0,F,5,M,0
153.0,156.0,F,5,D7,0
156.0,157.0,F,1,M,0
157.0,158.0,F,1,M,1
158.0,159.0,F,5,M,0
159.0,160.0,F,1,M,0
160.0,161.0,F,1,M,1
161.0,162.0,F,5,M,0
162.0,163.0,F,1,M,0
163.0,164.0,F,2,m7,0
164.0,165.0,F,5,D7,0
165.0,167.0,F,1,M,0
167.0,168.0,F,5/4,D7,3
168.0,171.0,F,4,M,2
171.0,174.0,F,1,M,0
174.0,178.0,F,4,M,0
178.0,180.0,F,1,M,1
180.0,184.0,F,5,M,0
184.0,185.0,F,5,M,1
185.0,186.0,F,5/5,D7,0
186.0,187.0,F,5,M,0
187.0,188.0,F,5,M,1
188.0,189.0,F,5/5,D7,0
189.0,190.0,F,5,M,0
190.0,191.0,F,5,M,1
191.0,192.0,F,5/5,D7,0
192.0,195.0,F,5,M,0
195.0,198.0,F,5,D7,0
198.0,210.0,F,1,M,0
210.0,213.0,F,5,M,0
213.0,219.0,F,1,M,2
219.0,222.0,F,5,D7,0
222.0,223.0,F,1,M,0
223.0,224.0,F,1,M,1
224.0,225.0,F,5,M,0
225.0,226.0,F,1,M,0
226.0,227.0,F,1,M,1
227.0,228.0,F,5,M,0
228.0,229.0,F,1,M,0
229.0,230.0,F,2,m,1
230.0,231.0,F,5,D7,0
231.0,232.5,F,1,M,0
232.5,234.0,F,5/4,D7,3
234.0,236.0,F,4,M,2
236.0,237.0,F,5,D7,1
237.0,238.5,F,1,M,0
238.5,240.0,F,5,M,0
240.0,241.0,F,5/6,D7,0
241.0,243.0,F,4,M,0
243.0,244.0,F,4,M,2
244.0,246.0,F,1,M,0
246.0,247.0,F,5,M,0
247.0,248.0,F,5,M,1
248.0,249.0,F,5/5,D7,0
249.0,250.0,F,5,M,0
250.0,251.0,F,5,M,1
251.0,252.0,F,5/5,D7,0
252.0,253.0,F,5,M,0
253.0,254.0,F,5,M,1
254.0,255.0,F,5/5,D7,0
255.0,258.0,F,5,M,0
258.0,261.0,F,5,D7,0
261.0,264.0,F,1,M,0
264.0,271.0,f,1,m,0
271.0,271.5,f,5,M,0
271.5,272.0,f,1,m,0
