0,1.5,F,1,M,0
1.5,2.0,F,4,M,2
2.0,2.5,F,1,M,0
2.5,3.5,F,5,D7,0
3.5,5.0,F,1,M,0
5.0,5.5,F,5/4,D7,3
5.5,6.0,F,4,M,1
6.0,6.25,F,5,D7,1
6.25,6.5,F,1,M,0
6.5,8.5,F,5,M,0
8.5,9.5,F,1,M,0
9.5,10.0,F,4,M,2
10.0,10.5,F,1,M,0
10.5,11.5,F,7,d7,0
11.5,12.5,F,1,M,0
12.5,14.5,F,5,D7,0
14.5,16.5,F,1,M,0
16.5,18.5,F,4,M,0
18.5,19.0,F,1,M,0
19.0,19.5,F,5,D7,2
19.5,20.0,F,1,M,1
20.0,20.5,F,6,m7,1
20.5,21.0,F,5,M,1
21.0,21.5,F,6/5,m,0
21.5,22.0,F,1/5,M,2
22.0,22.5,F,5/5,D7,0
22.5,24.0,F,1/5,M,0
24.0,24.5,F,5/5,D7,0
24.5,26.0,F,1/5,M,0
26.0,26.5,F,5/5,D7,0
26.5,27.0,F,1/5,M,0
27.0,28.5,F,5,D7,0
28.5,29.5,F,1,M,0
29.5,30.0,F,4,M,2
30.0,30.5,F,1,M,0
30.5,31.5,F,5,D7,0
31.5,33.0,F,1,M,0
33.0,33.5,F,5/4,D7,3
33.5,34.0,F,4,M,1
34.0,34.25,F,5,D7,1
34.25,34.5,F,1,M,0
34.5,36.5,F,5,M,0
36.5,37.5,F,1,M,0
37.5,38.0,F,4,M,2
38.0,38.5,F,1,M,0
38.5,39.5,F,7,d7,0
39.5,40.5,F,1,M,0
40.5,42.5,F,5,D7,0
42.5,44.0,F,1,M,0
44.0,45.5,D,1,M,0
45.5,46.0,D,4,M,2
46.0,46.5,D,1,M,0
46.5,47.5,D,7,d7,0
47.5,48.5,D,1,M,0
48.5,49.5,D,1,M,1
49.5,49.75,D,4,M,0
49.75,50.0,D,1,M,1
50.0,50.25,D,5,D7,1
50.25,50.5,D,1,M,0
50.5,52.5,D,5,M,0
52.5,53.5,D,1,M,0
53.5,54.0,D,4,M,2
54.0,54.5,D,1,M,0
54.5,55.5,D,7,d7,0
55.5,56.0,D,1,M,0
56.0,56.5,D,7/5,d,1
56.5,58.5,D,5,D7,0
58.5,60.5,D,1,M,0
60.5,62.5,D,4,M,0
62.5,63.0,D,1,M,1
63.0,63.5,D,5,D7,2
63.5,64.0,D,1,M,0
64.0,64.5,D,7/5,d7,2
64.5,65.0,D,5,M,1
65.0,65.5,D,5/5,D7,2
65.5,66.0,D,1/5,M,2
66.0,66.5,D,5/5,D7,0
66.5,68.0,D,1/5,M,0
68.0,68.5,D,5/5,D7,0
