0,2.0,C,1,M,0
2.0,3.0,C,2,m,1
3.0,6.0,C,5,M,0
6.0,7.0,C,1,M,0
7.0,8.0,C,6,m,0
8.0,9.0,C,2,m,1
9.0,10.0,C,7/6,d7,0
10.0,12.0,C,6,m,0
12.0,13.0,C,2,m,1
13.0,15.0,C,5,M,0
15.0,24.0,C,1,M,0
24.0,30.0,C,5,D7,0
30.0,34.5,C,1,M,0
34.5,35.0,C,4,M,1
35.0,36.0,C,1,M,1
36.0,37.0,C,2,m,0
37.0,39.0,C,5,D7,0
39.0,43.0,C,1,M,0
43.0,44.0,C,6,m,0
44.0,45.0,C,2,m,0
45.0,48.0,C,5,M,0
48.0,49.0,C,1,M,0
49.0,50.0,C,5/2,M,0
50.0,51.0,C,2,m,0
51.0,52.0,C,5,D7,0
52.0,53.0,C,5,D7,3
53.0,53.5,C,1,M,1
53.5,54.0,C,7/2,d7,1
54.0,55.0,C,2,m,1
55.0,57.0,C,5,D7,0
57.0,60.0,C,1,M,0
60.0,62.0,C,3,m,0
62.0,63.0,C,5/4,D7,3
63.0,66.0,C,5/2,D7,0
66.0,69.0,C,2,m,0
69.0,72.0,C,5,D7,0
72.0,75.0,C,1,M,0
75.0,78.0,C,6,m,0
78.0,79.0,C,2,m,1
79.0,81.0,C,5,D7,0
81.0,85.5,C,1,M,0
85.5,86.0,C,5/2,D7,1
86.0,86.5,C,2,m,0
86.5,87.0,C,5/5,M,1
87.0,90.0,C,5,M,0
90.0,91.5,C,1,M,0
91.5,92.0,C,6,m,0
92.0,92.5,C,2,m,1
92.5,93.0,C,2,m,0
93.0,94.0,C,7/6,d7,0
94.0,94.5,C,6,m,0
94.5,96.0,C,7/2,d7,2
96.0,96.5,C,2,m,1
96.5,97.0,C,2,m,0
97.0,99.0,C,5,D7,0
99.0,102.0,C,1,M,0
102.0,108.0,C,1,M,2
108.0,114.0,C,5,D7,0
114.0,115.0,C,1,M,0
115.0,116.0,C,4,M,1
116.0,117.0,C,4,M,0
117.0,119.0,C,1,M,0
119.0,120.0,C,5/4,D7,1
120.0,121.0,C,2,m,1
121.0,123.0,C,5,D7,0
123.0,127.0,C,1,M,0
127.0,128.0,C,1,M,1
128.0,129.0,C,2,m,1
129.0,132.0,C,5,M,0
132.0,133.0,C,1,M,0
133.0,134.0,C,6,m,0
134.0,135.0,C,2,m,1
135.0,136.0,C,5,D7,3
136.0,136.5,C,1,M,1
136.5,138.0,C,7/2,d7,1
138.0,138.5,C,2,m,1
138.5,139.0,C,2,m,0
139.0,141.0,C,5,M,0
141.0,144.0,C,1,M,0
144.0,146.0,C,1,M,1
146.0,147.0,C,4/2,m7,2
147.0,148.5,C,5/2,D7,1
148.5,149.0,C,2,m,0
149.0,150.0,C,5/2,D7,0
150.0,152.0,C,2,m,0
152.0,153.0,C,2,m7,3
153.0,154.5,C,5,D7,1
154.5,155.0,C,1,M,0
155.0,156.0,C,5,D7,0
156.0,159.0,C,1,M,0
159.0,160.5,C,5/4,D7,3
160.5,161.0,C,4,M,1
161.0,162.0,C,1,M,1
162.0,162.5,C,4,M,0
162.5,163.0,C,2,m,0
163.0,165.0,C,5,M,0
165.0,169.0,C,1,M,0
169.0,170.0,C,5/2,D7,0
170.0,171.0,C,2,m,0
171.0,172.0,C,5,D7,3
172.0,174.0,C,1,M,1
174.0,176.0,C,5/4,D7,3
176.0,177.0,C,4,M,1
177.0,178.0,C,5,D7,3
178.0,180.0,C,7/2,d7,1
180.0,181.0,C,2,m,1
181.0,183.0,C,5,D7,0
183.0,186.0,C,1,M,0
186.0,189.0,C,5/4,D7,3
189.0,192.0,C,5/2,D7,0
192.0,195.0,C,2,m7,2
195.0,198.0,C,5,D7,0
198.0,204.0,C,1,M,0
204.0,205.0,C,2,m7,1
205.0,207.0,C,5,M,0
207.0,210.0,C,1,M,0
210.0,211.0,c,1,m,0
211.0,212.0,c,6,M,0
212.0,213.0,c,2,m7,1
213.0,216.0,c,5,M,0
216.0,218.0,c,1,m,0
218.0,219.0,c,4,m,1
219.0,220.0,c,3,M,2
220.0,221.0,c,7,d7,0
221.0,222.0,c,1,m,0
222.0,223.0,c,7/5,d7,0
223.0,225.0,c,5,D7,0
225.0,228.0,c,1,m,0
228.0,232.0,c,3,M,0
232.0,233.0,c,5,D7,2
233.0,234.0,c,1,m,0
234.0,237.0,c,4,m,1
237.0,240.0,c,5,D7,0
240.0,241.0,c,1,m,0
241.0,243.0,c,5,D7,3
243.0,244.0,c,1,m,1
244.0,245.0,c,5/4,M,1
245.0,246.0,c,5/4,D7,1
246.0,249.0,c,5,D7,0
249.0,251.0,c,1,m,0
251.0,255.75,C,1,M,0
255.75,256.0,C,2,m,1
256.0,260.0,C,5,M,0
260.0,262.0,C,1,M,0
262.0,263.0,C,5/4,D7,3
263.0,264.0,C,4,M,1
264.0,265.0,C,7/6,d7,0
265.0,266.0,C,6,m,0
266.0,268.0,C,7/2,d7,2
268.0,269.0,C,2,m,1
269.0,270.0,C,2,m,0
270.0,272.0,C,5,M,0
272.0,275.0,C,1,M,0
275.0,279.0,C,1,M,1
279.0,279.75,C,5,D7,2
279.75,280.0,C,7/5,d7,0
280.0,282.0,C,5,D7,2
282.0,284.0,C,5,D7,0
284.0,287.0,C,5,D7,2
287.0,287.75,C,1,M,1
287.75,288.0,C,2,m,1
288.0,294.0,C,5/6,M,0
294.0,296.0,C,6,m,0
296.0,299.0,C,5/4,D7,3
299.0,300.0,C,5/4,D7,0
300.0,301.0,C,4,M,0
301.0,302.0,C,2,m,0
302.0,304.0,C,5,D7,0
304.0,312.0,C,1,M,0
312.0,316.0,C,5,M,0
316.0,318.0,C,1,M,0
318.0,319.0,C,5/4,D7,3
319.0,320.0,C,4,M,1
320.0,320.5,C,5,D7,3
320.5,322.0,C,1,M,1
322.0,324.0,C,5/2,D7,0
324.0,325.5,C,2,m,0
325.5,326.0,C,4,M,1
326.0,326.5,C,5,M,0
326.5,327.0,C,7/5,d7,0
327.0,328.0,C,5,D7,0
328.0,332.0,C,1,M,0
332.0,334.0,C,1,M,1
334.0,337.0,C,5/2,D7,0
337.0,338.0,C,2,m,0
338.0,340.0,C,5/2,M,0
340.0,342.0,C,2,m,0
342.0,345.0,C,5,D7,0
345.0,346.0,C,1,M,0
346.0,348.0,C,5,M,0
348.0,356.0,C,1,M,0
356.0,358.0,C,4,M,0
358.0,360.0,C,5,M,0
360.0,364.0,C,1,M,0
364.0,369.0,C,3,m,0
369.0,370.0,C,5,D7,1
370.0,371.5,C,1,M,0
371.5,372.0,C,7/5,d7,0
372.0,377.0,C,5,D7,1
377.0,378.0,C,1,M,0
378.0,380.0,C,5,D7,0
