0,1.0,G,1,M,0
1.0,2.5,G,2,m,1
2.5,3.0,G,5,D7,0
3.0,4.0,G,1,M,0
4.0,5.0,G,5,M,0
5.0,6.0,G,1,M,0
6.0,6.5,G,5,D7,1
6.5,7.0,G,1,M,0
7.0,8.0,G,5,M,0
8.0,9.0,G,1,M,0
9.0,10.5,G,2,m,1
10.5,11.0,G,5,D7,0
11.0,12.0,G,1,M,0
12.0,13.0,G,5,M,0
13.0,14.0,G,1,M,0
14.0,14.5,G,1/5,M,2
14.5,15.0,G,5/5,D7,0
15.0,16.0,G,5,M,0
16.0,17.0,G,1,M,1
17.0,18.0,G,5,D7,2
18.0,19.0,G,1,M,0
19.0,20.0,G,5,M,0
20.0,21.0,G,5,D7,3
21.0,22.0,G,1,M,1
22.0,23.0,G,5,D7,1
23.0,25.0,G,1,M,0
25.0,26.5,G,2,m,1
26.5,27.0,G,5,D7,0
27.0,28.0,G,1,M,0
28.0,29.0,G,5,M,0
29.0,30.0,G,1,M,0
30.0,30.5,G,4,M,0
30.5,31.0,G,5,M,0
31.0,33.0,G,1,M,0
33.0,34.0,G,2,m,1
34.0,35.0,G,5,D7,0
35.0,36.0,G,1,M,0
36.0,37.0,G,5,M,0
37.0,38.0,G,1,M,0
38.0,38.5,G,4,M,1
38.5,39.0,G,7/5,m7,0
39.0,40.0,G,5,M,0
40.0,41.0,G,1,M,0
41.0,42.0,G,2,m,1
42.0,43.0,G,5,D7,0
43.0,44.0,G,1,M,0
44.0,45.0,G,5,M,0
45.0,46.0,G,1,M,0
46.0,46.5,G,1/5,M,2
46.5,47.0,G,5/5,D7,0
47.0,48.0,G,5,M,0
48.0,49.0,G,1,M,1
49.0,50.0,G,5,D7,2
50.0,51.0,G,1,M,0
51.0,52.0,G,5,M,0
52.0,53.0,G,5,D7,3
53.0,54.0,G,1,M,1
54.0,55.0,G,5,D7,1
55.0,57.0,G,1,M,0
57.0,58.5,G,2,m,1
58.5,59.0,G,5,D7,0
59.0,60.0,G,1,M,0
60.0,61.0,G,5,M,0
61.0,62.0,G,1,M,0
62.0,62.5,G,2,m,1
62.5,63.0,G,5,D7,0
63.0,65.0,G,1,M,0
65.0,66.0,G,2,m,1
66.0,67.0,G,5,D7,0
67.0,68.0,G,1,M,0
68.0,69.0,G,5,M,0
69.0,70.0,G,1,M,0
70.0,70.5,G,4,M,1
70.5,71.0,G,7/5,m7,0
71.0,72.0,G,5,M,0
72.0,73.0,G,1,M,0
73.0,74.0,G,2,m,1
74.0,75.0,G,5,D7,0
75.0,76.0,G,1,M,0
76.0,77.0,G,5,M,0
77.0,78.0,G,1,M,0
78.0,78.5,G,1/5,M,2
78.5,79.0,G,5/5,D7,0
79.0,80.0,G,5,M,0
80.0,81.0,G,1,M,1
81.0,82.0,G,7,d,1
82.0,82.5,G,1,M,0
82.5,83.0,G,7/5,m7,0
83.0,84.0,G,5,M,0
84.0,85.0,G,5,D7,3
85.0,86.0,G,1,M,1
86.0,86.5,G,4,M,1
86.5,87.0,G,7,d7,0
87.0,89.0,G,1,M,0
89.0,90.0,G,2,m,1
90.0,91.0,G,5,D7,0
91.0,92.0,G,1,M,0
92.0,93.0,G,5,D7,0
93.0,93.5,G,1,M,0
93.5,94.0,G,1,M,1
94.0,94.5,G,2,m,1
94.5,95.0,G,5,D7,0
95.0,97.0,G,1,M,0
97.0,98.5,G,2,m,1
98.5,99.0,G,5,D7,0
99.0,100.0,G,1,M,1
100.0,101.0,G,5,M,0
101.0,102.0,G,1,M,0
102.0,103.0,G,4,M,1
103.0,104.0,G,5,M,0
104.0,105.0,G,1,M,1
105.0,106.5,G,2,m,0
106.5,107.0,G,7,d,0
107.0,108.0,G,1,M,0
108.0,109.0,G,5,M,2
109.0,109.5,G,1,M,1
109.5,110.0,G,7/5,d7,1
110.0,110.5,G,1/5,M,2
110.5,111.0,G,5/5,D7,0
111.0,112.0,G,5,M,0
112.0,113.0,G,1,M,1
113.0,114.0,G,5,D7,2
114.0,115.0,G,1,M,0
115.0,116.0,G,5,M,1
116.0,117.0,G,5,D7,3
117.0,118.0,G,1,M,1
118.0,119.0,G,5,D7,2
119.0,121.0,G,1,M,0
121.0,122.0,G,2,m,1
122.0,123.0,G,5,D7,0
123.0,124.0,G,1,M,1
124.0,125.0,G,5,D7,1
125.0,126.0,G,1,M,0
126.0,126.5,G,2,m,1
126.5,127.0,G,5,M,0
127.0,128.0,G,1,M,0
128.0,129.5,G,1,M,1
129.5,130.5,G,5,D7,2
130.5,131.5,G,1,M,0
131.5,132.5,G,5,M,1
132.5,133.5,G,5,D7,3
133.5,134.5,G,1,M,1
134.5,135.5,G,5,D7,2
135.5,136.0,G,1,M,0
136.0,137.0,G,1,M,1
137.0,138.5,G,2,m,0
138.5,139.0,G,7,d,0
139.0,140.0,G,1,M,0
140.0,141.0,G,5,M,2
141.0,141.5,G,1,M,1
141.5,142.0,G,7/2,d7,1
142.0,142.5,G,2,m,1
142.5,143.0,G,5,D7,0
143.0,144.0,G,1,M,0
144.0,145.0,g,1,m,1
145.0,147.0,g,7,m7,1
147.0,148.0,g,1,m,0
148.0,149.0,g,5,M,2
149.0,151.0,g,1,m,1
151.0,152.0,g,5,M,0
152.0,153.0,g,1,m,1
153.0,155.0,g,7,m7,1
155.0,156.0,g,1,m,0
156.0,157.0,g,5,M,2
157.0,158.0,g,1,m,0
158.0,159.0,g,5/5,M,0
159.0,160.0,g,5,M,0
160.0,161.0,g,1,m,2
161.0,162.0,g,5,D7,0
162.0,163.0,g,1,m,2
163.0,164.0,g,5,M,0
164.0,167.0,g,5,D7,0
167.0,168.0,g,1,m,0
168.0,169.0,g,4,m,1
169.0,171.0,g,7/4,d7,1
171.0,172.0,g,4,m,0
172.0,172.5,g,7,d,0
172.5,173.0,g,1,m,0
173.0,174.0,g,7/5,d7,0
174.0,175.0,g,5,M,0
175.0,176.0,g,1,m,0
176.0,177.0,G,1,M,0
177.0,178.5,G,2,m,0
178.5,179.0,G,5,D7,0
179.0,180.0,G,1,M,0
180.0,181.0,G,5,M,0
181.0,181.5,G,1,M,0
181.5,182.0,G,5/4,D7,0
182.0,182.5,G,2,m,1
182.5,183.0,G,7/5,m7,0
183.0,184.0,G,5,M,0
184.0,185.0,G,1,M,0
185.0,186.5,G,2,m,1
186.5,187.0,G,5,D7,0
187.0,188.0,G,1,M,0
188.0,189.0,G,5,M,0
189.0,189.5,G,1,M,0
189.5,190.0,G,2/5,m7,0
190.0,190.5,G,1/5,M,2
190.5,191.0,G,5/5,M,0
191.0,192.0,G,5,M,0
192.0,193.0,G,1,M,2
193.0,194.0,G,5,D7,0
194.0,194.5,G,1,M,2
194.5,195.0,G,7/5,m7,0
195.0,196.0,G,1,M,2
196.0,199.0,G,5,D7,0
199.0,201.0,G,1,M,0
201.0,202.5,G,2,m,1
202.5,203.0,G,5,D7,0
203.0,204.0,G,1,M,0
204.0,205.0,G,5,M,0
205.0,205.5,G,1,M,0
205.5,206.0,G,5/4,D7,0
206.0,206.5,G,2,m,1
206.5,207.0,G,5,D7,0
207.0,209.0,G,1,M,0
209.0,210.0,G,2,m,1
210.0,211.0,G,5,D7,0
211.0,212.0,G,1,M,0
212.0,213.0,G,5,M,0
213.0,214.0,G,1,M,0
214.0,214.5,G,2,m,1
214.5,215.0,G,7/5,m7,0
215.0,216.0,G,5,M,0
216.0,217.0,G,1,M,0
217.0,218.0,G,2,m,1
218.0,219.0,G,5,D7,0
219.0,220.0,G,1,M,0
220.0,221.0,G,5,M,0
221.0,222.0,G,1,M,0
222.0,222.5,G,1/5,M,2
222.5,223.0,G,5/5,D7,0
223.0,224.0,G,5,M,0
224.0,225.0,G,1,M,1
225.0,226.0,G,5,D7,0
226.0,226.5,G,1,M,2
226.5,227.0,G,7/2,d7,2
227.0,228.0,G,5,M,0
228.0,231.0,G,5,D7,0
231.0,233.0,G,1,M,0
233.0,234.0,G,2,m,1
234.0,235.0,G,5,D7,0
235.0,236.0,G,1,M,0
236.0,237.0,G,5,M,0
237.0,238.0,G,1,M,0
238.0,238.5,G,2,m,1
238.5,239.0,G,5,D7,0
239.0,240.0,G,1,M,0
240.0,241.0,G,1,M,2
241.0,242.0,G,5,D7,0
242.0,242.5,G,1,M,2
242.5,243.0,G,7/5,d7,2
243.0,244.0,G,5,M,0
244.0,247.0,G,5,D7,0
247.0,249.0,G,1,M,0
249.0,250.0,G,2,m,1
250.0,251.0,G,5,D7,0
251.0,252.0,G,1,M,0
252.0,253.0,G,5,M,0
253.0,254.0,G,1,M,0
254.0,254.5,G,2,m,1
254.5,256.0,G,5,D7,0
256.0,257.0,G,1,M,0
257.0,258.0,G,2,m,1
258.0,259.0,G,5,D7,0
259.0,261.0,G,1,M,0
261.0,262.0,G,2,m,1
262.0,263.0,G,5,D7,0
263.0,265.0,G,1,M,0
265.0,266.0,G,2,m,1
266.0,267.0,G,5,D7,0
267.0,269.0,G,1,M,0
269.0,270.0,G,2,m,1
270.0,271.0,G,5,D7,0
271.0,272.0,G,1,M,0
272.0,273.0,G,5,D7,0
273.0,274.0,G,1,M,0
274.0,275.0,G,5,D7,0
275.0,276.0,G,1,M,0
276.0,277.0,G,5,D7,0
277.0,278.0,G,1,M,0
278.0,279.0,G,5,D7,0
279.0,285.0,G,1,M,0
