0,6.0,e-,1,m,0
6.0,12.0,e-,4,m,2
12.0,18.0,e-,7,d,0
18.0,24.0,e-,1,m,0
24.0,28.0,C-,5,M,1
28.0,30.0,C-,5,D7,1
30.0,36.0,C-,1,M,0
36.0,40.0,a-,5,M,1
40.0,42.0,a-,5,D7,1
42.0,46.0,a-,1,m,0
46.0,48.0,a-,+6,h7,0
48.0,54.0,e-,5,D7,1
54.0,58.0,e-,1,m,0
58.0,60.0,b-,4,m7,0
60.0,62.0,b-,7,d7,0
62.0,64.0,b-,5,M,1
64.0,66.0,b-,5,D7,1
66.0,72.0,b-,1,m,0
72.0,74.0,b-,4,m7,3
74.0,78.0,b-,2,h7,1
78.0,80.0,b-,5,D7,3
80.0,82.0,b-,1,m,1
82.0,84.0,b-,4,m,2
84.0,88.0,b-,2,D7,3
88.0,90.0,b-,2,d7,3
90.0,96.0,b-,1,m,0
96.0,102.0,a-,7,d7,0
102.0,106.0,a-,7,d7,1
106.0,108.0,a-,1,m,0
108.0,110.0,a-,-6,M,0
110.0,114.0,a-,5,D7,0
114.0,116.0,a-,1,m,0
116.0,120.0,e-,7,d7,1
120.0,126.0,e-,5,D7,0
126.0,128.0,e-,1,m,1
128.0,132.0,a-,5,D7,1
132.0,134.0,a-,2,m,3
134.0,138.0,a-,1,m,2
138.0,140.0,e-,7,d7,0
140.0,144.0,e-,5,D7,1
144.0,150.0,e-,1,m,0
150.0,156.0,e-,-2,M,1
156.0,162.0,e-,5,D7,3
162.0,164.0,e-,+4,m,0
164.0,166.0,e-,1,m,2
166.0,168.0,e-,5,D7,0
168.0,170.0,e-,-6,M7,0
170.0,174.0,e-,4,m,1
174.0,178.0,e-,1,M,1
178.0,180.0,a-,5,D7,1
180.0,182.0,a-,1,m,0
182.0,184.0,a-,-6,M7,0
184.0,186.0,a-,7,d7,3
186.0,192.0,e-,7,d7,1
192.0,198.0,e-,7,d7,0
198.0,204.0,e-,7,d7,2
204.0,210.0,e-,7,d7,0
210.0,212.0,e-,1,m,0
212.0,214.0,e-,1,m,2
214.0,216.0,e-,5,D7,0
216.0,222.0,e-,5/4,D7,0
222.0,224.0,e-,4,m,2
224.0,228.0,e-,2,h7,3
228.0,234.0,e-,7,d7,1
234.0,240.0,e-,1,M,0
