0,3.0,F#,1,M,0
3.0,3.75,F#,4,M,1
3.75,4.5,F#,3,m,1
4.5,5.25,F#,2,m,1
5.25,6.0,F#,1,M,1
6.0,6.75,F#,7,d,1
6.75,7.5,F#,4,M,2
7.5,8.25,F#,5,D7,1
8.25,9.0,F#,5,D7,0
9.0,9.75,F#,1,M,0
9.75,10.5,C#,5,D7,0
10.5,11.25,C#,4,M,1
11.25,12.0,C#,5,M,1
12.0,12.75,C#,1,M,0
12.75,13.5,C#,5,M,0
13.5,14.25,C#,6,m,0
14.25,15.0,C#,1,M,1
15.0,15.75,C#,4,M,0
15.75,16.5,C#,5,M,0
16.5,19.5,C#,1,M,0
19.5,20.25,C#,4,M,1
20.25,21.0,C#,3,m,1
21.0,21.75,C#,2,m,1
21.75,22.5,d#,7,m,1
22.5,23.25,d#,-6,M,1
23.25,24.0,d#,5,m,1
24.0,24.75,d#,4,m,1
24.75,25.5,d#,3,M,1
25.5,26.25,d#,-2,M,1
26.25,27.0,d#,1,m,1
27.0,27.75,d#,2,m7,0
27.75,28.5,d#,4,m,2
28.5,29.25,d#,7,d7,0
29.25,30.0,d#,5,m7,0
30.0,31.5,d#,1,m,0
31.5,32.25,d#,2,m7,1
32.25,33.0,d#,5,D7,0
33.0,34.5,d#,1,m,0
34.5,36.0,a#,2,h7,0
36.0,38.25,a#,7,d7,1
38.25,39.0,a#,3,M,0
39.0,39.75,a#,1,m,0
39.75,40.5,a#,5,M,0
40.5,41.25,a#,-6,M,0
41.25,42.0,a#,1,m,1
42.0,42.75,a#,4,m,0
42.75,43.5,a#,5,M,0
43.5,45.0,a#,1,m,0
45.0,48.0,g#,5,D7,0
48.0,48.75,g#,1,m,0
48.75,49.5,g#,5,M,0
49.5,50.25,g#,-6,M,0
50.25,51.0,g#,1,m,1
51.0,51.75,g#,4,m,0
51.75,52.5,g#,5,M,0
52.5,54.0,g#,1,m,0
54.0,58.5,F#,5,D7,0
58.5,59.25,F#,1,M,0
59.25,60.0,F#,2,m,1
60.0,60.75,F#,7/5,d,0
60.75,61.5,F#,5,M,0
61.5,62.25,F#,4,M,1
62.25,63.0,F#,3,m,1
63.0,63.75,F#,2,m,1
63.75,64.5,F#,1,M,1
64.5,65.25,F#,7,d,1
65.25,66.0,F#,2,m7,3
66.0,66.75,F#,7,h7,0
66.75,67.5,F#,5,D7,0
67.5,68.25,F#,1,m,0
68.25,69.0,F#,1,M,1
69.0,69.75,F#,4,M,0
69.75,70.5,F#,5,D7,0
70.5,72.0,F#,1,M,0
72.0,72.75,F#,4,M7,1
72.75,73.5,F#,3,m,1
73.5,74.25,F#,2,m,1
74.25,75.0,F#,1,M,1
75.0,76.5,F#,2,m,0
76.5,78.0,F#,5,D7,0
78.0,78.75,f#,1,m,2
78.75,79.5,f#,5,D7,0
79.5,80.25,f#,1,m,2
80.25,81.0,f#,2,d7,3
81.0,81.75,f#,5,D7,0
81.75,82.5,f#,7,d7,0
82.5,83.25,f#,2,d,0
83.25,84.0,f#,5,D7,0
84.0,84.75,F#,1,M,0
84.75,85.5,F#,5,M,0
85.5,86.25,F#,6,m7,0
86.25,87.0,F#,1,M,1
87.0,87.75,F#,2,m7,1
87.75,88.5,F#,5,M,0
88.5,90.0,F#,1,M,0
